activitat_id,activitat,aula_id,startdate,duedate,grade
400,Problema 3c.1: Sumatori dels 10 primers valors enters,92,0,0,100
401,(OPCIONAL) Problema 3c.2: Sumatori d'un nombre (do-while),92,0,0,100
402,Problema 3c.8: Mitjana d'una seq��ncia,92,0,0,100
403,Problema 3c.10: Seq��ncia de senars?,92,0,0,100
404,Problema 3c.12: Rellotge digital,92,0,0,100
405,Problema 3c.15: Calculadora multi-operaci�,92,0,0,100
406,(OPCIONAL) Problema 3c.3: Sumatori dels 10 primers valors enters,92,0,0,100
407,Problema 3c.4: Sumatori d'un nombre (while),92,0,0,100
408,Problema 3c.17: Mitjana d'una seq��ncia (while),92,0,0,100
409,(OPCIONAL) Problema 3c.19: Seq��ncia de senars? (while),92,0,0,100
410,Problema 3c.20: M�xim i m�nim d'una seq��ncia,92,0,0,100
411,(OPCIONAL) Problema 3c.22: Estad�stica de notes,92,0,0,100
412,Problema 3c.23: �s primer?,92,0,0,100
413,(OPCIONAL) Problema 3c.5: Sumatori dels 10 primers valors enters,92,0,0,100
414,Problema 3c.6: Sumatori d'un nombre (for),92,0,0,100
415,Problema 3c.26: S�ries num�riques,92,0,0,100
416,Problema 3c.28: Positius i negatius,92,0,0,100
417,"Problema 3c.30: Suma, producte i mitjana",92,0,0,100
418,Problema 3c.32: Pot�ncies de 2 menors que N,92,0,0,100
419,Problema 3c.16: Endevina un n�mero,92,0,0,100
420,Problema 4.1: C�lcul de permutacions,92,0,0,100
421,Problema 4.2: Valor aleatori,92,0,0,100
422,(OPCIONAL) Problema 4.7: Centenes d'un nombre,92,0,0,100
423,Problema 4.9: Pot�ncia d'un nombre,92,0,0,100
424,Problema 4.11: Divisi� amb sumes i restes,92,0,0,100
425,Problema 4.13: S�rie de Fibonacci,92,0,0,100
426,(OPCIONAL) Problema 4.3: Alerta,92,0,0,100
427,Problema 4.4: Dues xifres,92,0,0,100
428,Problema 4.15: Men� calculadora,92,0,0,100
429,Problema 4.17: Pot�ncies,92,0,0,100
430,Problema 4.5: Divisi� entera,92,0,0,100
431,Problema 4.6: Actualitzar hora,92,0,0,100
432,(OPCIONAL) Problema: swap,92,0,0,100
433,Problema 4.21: Divisi� amb sumes i restes (quocient i residu),92,0,0,100
434,(OPCIONAL) Problema 4.23: Funci� m�xim i m�nim,92,0,0,100
435,(OPCIONAL) Problema 4.24: Coordenades polars d'un punt,92,0,0,100
436,Problema 4.26: Equacions quadr�tiques,92,0,0,100
438,Problema 4.27: �rea de figures,92,0,0,100
439,Problema 4.28: Moviment d'un punt en la pantalla,92,0,0,100
440,Problema 5a.1: Declarar array unidimensional,92,0,0,100
441,Problema 5a.2: Inicialitzar un array,92,0,0,100
442,Problema 5a.3: Nombre d'aprovats,92,0,0,100
443,Problema 5a.7: Declaraci� i inicialitzaci� d'arrays,92,0,0,100
444,Problema 5a.8: Substituir negatius,92,0,0,100
445,(OPCIONAL) Problema 5a.10: Edat de comen�ar a caminar,92,0,0,100
446,Problema 5a.12: M�xim d'un vector,92,0,0,100
447,Problema 5a.14: Estad�stica de temperatures,92,0,0,100
448,Problema 5a.4: Omplir array o acabar amb el zero,92,0,0,100
449,Problema 5a.5: Vector ordenat en ordre creixent,92,0,0,100
450,Problema 5a.15: Vector de nombres senars,92,0,0,100
451,Problema 5a.17: Vector amb suma acumulada de 25?,92,0,0,100
452,Problema 5a.19: Comparaci� d'arrays,92,0,0,100
453,Problema 5a.6: Suma de vectors,92,0,0,100
454,Problema 5a.20: Llibreria vectors.h,92,0,0,100
455,Problema 5a.21: Llibreria vectors.h (2� part),92,0,0,100
456,(OPCIONAL) Problema 5a.22: Estad�stica temperatures (modular),92,0,0,100
457,Problema 5a.24: Histograma de temperatures,92,0,0,100
458,Problema 5a.26: OrdenatDecreixent,92,0,0,100
459,Problema 5a.28: BuscarPosicio,92,0,0,100
460,Problema 5a.29: InversArray,92,0,0,100
461,(OPCIONAL) Problema 5a.32: OrdenarVector,92,0,0,100
462,Problema 5b.1: Introducci� als strings,92,0,0,100
463,Problema 5b.2: Comparar cadenes,92,0,0,100
464,(OPCIONAL) Problema 5b.4: Bon dia,92,0,0,100
465,Problema 5b.7: TrobarCaracter,92,0,0,100
466,Problema 5b.8: Majuscules,92,0,0,100
467,Problema 5b.10: Palindrom,92,0,0,100
468,Problema 5b.17: PrimerDiferent,92,0,0,100
469,Problema 5c.1: Diagonal d'una matriu,92,0,0,100
470,Problema 5c.2: Suma de matrius,92,0,0,100
471,Problema 5c.3: Inicialitzaci� de matrius,92,0,0,100
472,Problema 5c.4: Llibreria matrius.h,92,0,0,100
473,Problema 5c.6: SumaValorsMatriu,92,0,0,100
474,Problema 5c.9: SimetricaMatriu,92,0,0,100
475,Problema 5c.15: ProducteMatrius,92,0,0,100
476,Problema 5d.1: Creaci� TipusAlumne,92,0,0,100
477,Problema 5d.3: Llibres preferits,92,0,0,100
478,Problema 5d.4: Equips de futbol,92,0,0,100
479,Problema 5d.2: Creaci� Array TipusAlumne,92,0,0,100
480,Problema 5d.7: Tipus Poligon,92,0,0,100
481,Problema 5d.8: Classificaci� de futbol,92,0,0,100
485,Entrega Practica 1: Brain Training,92,1664872200,1665438900,100
486,Entrega Practica 1: Brain Training,92,1665048060,1665611700,100
487,RECUPERACI� Entrega Practica 1: Brain Training,92,0,1671199500,100
491,"Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock",92,1665469800,1666043700,100
492,"Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock",92,1665642600,1666216500,100
493,"RECUPERACI� Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock",92,0,1671192300,100
494,Entrega Practica 3 - 4: MasterMind,92,1666081440,1667256900,100
495,Entrega Practica 3 - 4: MasterMind,92,1666253400,1667429700,100
496,RECUPERACI� Entrega Practica 3 - 4: MasterMind,92,0,1671192300,100
500,Entrega Pr�ctica 5: BlackJack,92,1667891700,1668466500,100
501,Entrega Pr�ctica 5: BlackJack,92,1668063900,1668639300,100
502,RECUPERACI� Entrega Pr�ctica 5: BlackJack,92,0,1671192300,100
1652,RECUPERACIO - Lliurament Pr�ctica 2: Hotels,87,0,1676069700,100
2221,"RECUPERACI�:  Practica 1: Rock, Paper, Scissors, Lizard, Spock",87,1675270800,1676242500,100
2373,Problema 1.1 - Hello world!!!,141,0,0,100
2374,Problema 1.2 - Hello world!!! ++,141,0,0,100
2375,Problema 3a.1: C�lcul edat,141,0,0,100
2376,Problema 3a.8: Conversi� d�lars a euros,141,0,0,100
2377,Problema 3a.11: Mitjana de notes,141,0,0,100
2378,Problema 3a.13: Conversi� Celsius a Fahrenheit,141,0,0,100
2379,Problema 3a.15: Expressions aritm�tiques amb divisions,141,0,0,100
2380,Problema 3a.17: Unitats de miler,141,0,0,100
2381,Problema 3a.2: Operadors relacionals,141,0,0,100
2382,Problema 3a.3: Operadors l�gics,141,0,0,100
2383,Problema 3a.4: Operadors l�gics (II),141,0,0,100
2384,"Problema 3a.18: Nom, cognom i edat",141,0,0,100
2385,Problema 3a.20: Car�cters i codi ASCII,141,0,0,100
2386,Problema 3a.21: Expressions l�giques,141,0,0,100
2387,(OPCIONAL) Problema 3b.1: �s de l'interval?,141,0,0,100
2388,Problema 3b.2: Sumar un segon,141,0,0,100
2389,Problema 3b.10: Edat de treballar,141,0,0,100
2390,Problema 3b.12: Ordenar dos nombres,141,0,0,100
2391,(OPCIONAL) Problema 3b.3: Positiu o negatiu?,141,0,0,100
2392,Problema 3b.4: Vocal o Consonant?,141,0,0,100
2393,Problema 3b.14: Menor o major d'edat,141,0,0,100
2394,Problema 3b.17: Any de trasp�s,141,0,0,100
2395,"Problema 3b.5: Positiu, negatiu o zero?",141,0,0,100
2396,Problema 3b.6: C�lcul Salari,141,0,0,100
2397,Problema 3b.19: Edat i treball,141,0,0,100
2398,(OPCIONAL) Problema 3b.20: Iguals o diferents?,141,0,0,100
2399,Problema 3b.22: C�lcul del preu final,141,0,0,100
2400,Problema 3b.25: Nota acta,141,0,0,100
2401,Problema 3b.27: El m�s gran de quatre n�meros,141,0,0,100
2402,Problema 3b.7: Men� de tasques,141,0,0,100
2403,(OPCIONAL) Problema 3b.8: Vocal o consonant? (versi� 2),141,0,0,100
2404,Problema 3b.31: Canvi de divises,141,0,0,100
2405,(OPCIONAL) Problema 3b.33: Zod�ac xin�s,141,0,0,100
2406,Problema 3b.35: Morse,141,0,0,100
2407,Problema 3b.36: Data correcta,141,0,0,100
2408,Problema 3b.37: Calculadora,141,0,0,100
2409,Problema 3c.1: Sumatori dels 10 primers valors enters,141,0,0,100
2410,(OPCIONAL) Problema 3c.2: Sumatori d'un nombre (while),141,0,0,100
2411,Problema 3c.8: Mitjana d'una seq��ncia,141,0,0,100
2412,(OPCIONAL) Problema 3c.10: Seq��ncia de senars?,141,0,0,100
2413,Problema 3c.12: M�xim i m�nim d'una seq��ncia,141,0,0,100
2414,Problema 3c.14: Rellotge digital,141,0,0,100
2415,(OPCIONAL) Problema 3c.16: Estad�stica de notes,141,0,0,100
2416,Problema 3c.17: Calculadora multi-operaci�,141,0,0,100
2417,Problema 3c.19: �s primer?,141,0,0,100
2418,(OPCIONAL) Problema 3c.3: Sumatori dels 10 primers valors enters,141,0,0,100
2419,Problema 3c.4: Sumatori d'un nombre (for),141,0,0,100
2420,Problema 3c.22: S�ries num�riques,141,0,0,100
2421,Problema 3c.24: Pot�ncies de 2 fins 2^N,141,0,0,100
2422,Problema 3c.25: Positius i negatius,141,0,0,100
2423,"Problema 3c.27: Suma, producte i mitjana",141,0,0,100
2424,Problema 4.1: Hashtags,141,0,0,100
2425,Problema 4.2: Canvi del format d'una data,141,0,0,100
2426,Problema 4.7: Subcadenes,141,0,0,100
2427,Problema 4.10: Cadena modificada,141,0,0,100
2428,(OPCIONAL) Problema 4.11: Zod�ac xin�s,141,0,0,100
2429,Problema 4.13: Dies de la setmana,141,0,0,100
2430,Problema 4.3: El sed�s d'Erat�stenes,141,0,0,100
2431,Problema 4.14: Llistes d'aprovats i suspesos,141,0,0,100
2432,(OPCIONAL) Problema 4.16: Partici� de llista,141,0,0,100
2433,Problema 4.17: Men� d'operacions sobre llistes,141,0,0,100
2434,(OPCIONAL) Problema 4.18: Llista de llistes,141,0,0,100
2435,Problema 4.4: Comptar vocals en un string,141,0,0,100
2436,Problema 4.5: Hi ha parells?,141,0,0,100
2437,Problema 4.20: Substituir negatius,141,0,0,100
2438,Problema 4.21: Maj�scules,141,0,0,100
2439,(OPCIONAL) Problema 4.23: Edat de comen�ar a caminar,141,0,0,100
2440,(OPCIONAL) Problema 4.25: M�xim d'una llista,141,0,0,100
2441,Problema 4.27: Estad�stica de temperatures,141,0,0,100
2442,Problema 4.28: Histograma de vocals,141,0,0,100
2443,(OPCIONAL) Problema 4.30: Hi ha espais?,141,0,0,100
2444,(OPCIONAL) Problema 4.32: Vector de nombres senars,141,0,0,100
2445,Problema 4.35: Llista ordenada creixent,141,0,0,100
2446,Problema 4.37: Llista amb suma acumulada de 25?,141,0,0,100
2447,Problema 4.38: Comparaci� de llistes,141,0,0,100
2448,(OPCIONAL) Problema 4.39: PrimerDiferent,141,0,0,100
2449,Problema 4.40: Palindrom,141,0,0,100
2450,Problema 4.41: Password correcte,141,0,0,100
2451,Problema 4.42: El joc del penjat,141,0,0,100
2452,Problema 5.1: C�lcul de combinacions,141,0,0,100
2453,Problema 5.2: Sumar un segon (funcions),141,0,0,100
2454,Problema 5.7: Centenes d'un nombre,141,0,0,100
2455,(OPCIONAL) Problema 5.9: Pot�ncia d'un nombre,141,0,0,100
2456,Problema 5.13: S�rie de Fibonacci,141,0,0,100
2457,Problema 5.21: Divisi� amb sumes i restes (quocient i residu),141,0,0,100
2458,(OPCIONAL) Problema 5.23: Funci� m�xim i m�nim,141,0,0,100
2459,Problema 5.26: Equacions quadr�tiques,141,0,0,100
2460,Problema 5.27: �rea de figures,141,0,0,100
2461,Problema 5.3: Alerta,141,0,0,100
2462,Problema 5.15: Men� calculadora,141,0,0,100
2463,(OPCIONAL) Problema 5.17: Pot�ncies,141,0,0,100
2464,Problema 5.4: Temps d'execuci�,141,0,0,100
2465,Problema 5.30: Suma de llistes,141,0,0,100
2466,Problema 5.32: Llibreria de llistes,141,0,0,100
2467,(OPCIONAL) Problema 5.33: Estad�stica temperatures (modular),141,0,0,100
2468,Problema 5.34: Histograma de temperatures,141,0,0,100
2469,(OPCIONAL) Problema 5.36: OrdenadaDecreixent,141,0,0,100
2470,(OPCIONAL) Problema 5.38: BuscarPosicio,141,0,0,100
2471,(OPCIONAL) Problema 5.39: LlistaInversa,141,0,0,100
2472,Problema 5.42: OrdenarLlista,141,0,0,100
2473,Problema 6.1: Escriure / Llegir fitxer,141,0,0,100
2474,Problema 6.2: Escriure fitxer mode 'afegir',141,0,0,100
2475,Problema 6.3: seek and tell,141,0,0,100
2476,Problema 6.5: Lectura l�nea a l�nea de text,141,0,0,100
2477,(OPCIONAL) Problema 6.7: Lectura de valors num�rics,141,0,0,100
2478,Problema 6.9: Lectura de dades estructurades,141,0,0,100
2479,(OPCIONAL) Problema 6.11: Escriptura taula de multiplicar,141,0,0,100
2480,Problema 6.13: Afegir dades a un fitxer amb format,141,0,0,100
2481,Problema 6.16: Codificar fitxer,141,0,0,100
2482,Problema 6.18: Buscar dades en fitxer,141,0,0,100
2483,Problema 7.1: Calculadora amb control d'errors,141,0,0,100
2484,Problema 7.2: KelvinToFahrenheit,141,0,0,100
2485,Problema 7.3: Operador d'strings,141,0,0,100
2486,Problema 7.4: Lectura de fitxer,141,0,0,100
2487,Problema 7.5: �rea i per�metre circumfer�ncia,141,0,0,100
2488,Problema 8.1: Classe Fraccio,141,0,0,100
2489,Problema 8.4: Classe Equip,141,0,0,100
2490,Problema 8.5: Classe Point,141,0,0,100
2491,Problema 8.6: Classe Rectangle,141,0,0,100
2492,Problema 8.7: Classe Estudiant,141,0,0,100
2493,Problema 8.2: Comptes bancaris,141,0,0,100
2494, Problema 8.11: Point2D i Point3D,141,0,0,100
2495,Problema 8.12: Comunitat Universitaria,141,0,0,100
2496,Problema 8.13: Poligon,141,0,0,100
2497,Problema 8.14: Baralla de cartes,141,0,0,100
2498,Problema 9.1: Lyrics2list,141,0,0,100
2499,Problema 9.2: Anagrama,141,0,0,100
2500,Problema 9.3: Paradoxa de l'aniversari,141,0,0,100
2501,Problema 9.5: Bisecci�,141,0,0,100
2502,Problema 9.6: Parelles inverses,141,0,0,100
2503,(OPCIONAL) Problema 9.8: Bubble Sort,141,0,0,100
2504,(OPCIONAL) Problema 9.9: Llistes circularment identiques,141,0,0,100
2505,Problema 9.11: IBEX,141,0,0,100
2506,(OPCIONAL) Problema 9.12 Persones,141,0,0,100
2507,Problema 9.13: Estad�stica de temperatures,141,0,0,100
2508,Problema 9.15 Fibonacci,141,0,0,100
2509,(OPCIONAL) Problema 9.16 Repetici�,141,0,0,100
2510,Problema 9.17 Cicle,141,0,0,100
2511,Problema 9.18 Majuscules,141,0,0,100
2512,Problema 9.19 Notes,141,0,0,100
2513,(OPCIONAL) Problema 9.21 Circumf�rencia,141,0,0,100
2514,Problema 9.22 Palindrom,141,0,0,100
2515,Problema 9.23 Majuscules,141,0,0,100
2516,(OPCIONAL) Problema 9.31 Suma de matrius,141,0,0,100
2517,Problema 9.35: Paraules �niques,141,0,0,100
2518,"Problema 9.36: Ni s�, ni no, ni blanc, ni negre",141,0,0,100
2519,(OPCIONAL) Problema 9.37: Corrector ortogr�fic,141,0,0,100
2520,Problema 9.38: Freq��ncia d'una paraula,141,0,0,100
2521,Problema 9.39: Escrutini,141,0,0,100
2522,(OPCIONAL) Problema 9.40: Pa�sos,141,0,0,100
2523,Problema 9.41: Clients,141,0,0,100
2524,Problema 9.46: Morse,141,0,0,100
2525,Problema 9.48: Crear Index,141,0,0,100
2526,"Lliurament Pr�ctica 1: Rock, Paper, Scissors, Lizard, Spock",141,1698217200,1699052100,100
2527,"RECUPERACI�  Pr�ctica 1: Rock, Paper, Scissors, Lizard, Spock",141,0,1707173700,100
